-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.9219,0.303046,-0.241378,-0.295155,0.34373,0.352334,-0.870466,0.681862
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
-0.178745,-0.885451,-0.428983,-0.0651777,-0.921901,0.303045,-0.241377,-0.295155,0.343728,0.352335,-0.870466,0.681861
